missing_fico,bad_fico,missing_vantage,bad_vantage,missing_ltv,bad_ltv,missing_cltv,bad_cltv,missing_dti,bad_dti,missing_upb,bad_upb,missing_rate,bad_rate
159,0,0,350000,0,11,0,13,3261,0,0,0,0,0
