vintage_year,monthly_reporting_period,beginning_active_upb,voluntary_payoff_balance,voluntary_payoff_events,smm,cpr,credit_event_balance,credit_events,mdr,cdr
2008,202005,334426818.09,3378870.02,41.0,0.01010347,0.11472614,127252.96,1.0,0.00038051,0.00455658
2008,202006,329711992.5,4376340.47,46.0,0.01327322,0.14815031,64180.53,2.0,0.00019466,0.00233338
2008,202007,324083600.14,3346660.79,36.0,0.01032654,0.11711709,0.0,0.0,0.0,0.0
2008,202008,311706345.78,3600162.94,45.0,0.01154985,0.13012423,175354.14,2.0,0.00056256,0.0067299
2008,202009,306678038.89,5041136.56,56.0,0.01643788,0.18036303,126714.23,1.0,0.00041318,0.00494695
2008,202010,294436310.27,4742611.61,47.0,0.01610743,0.1770524,39106.16,1.0,0.00013282,0.00159264
2008,202011,288549763.46,5640638.7,57.0,0.01954824,0.21093135,181362.33,1.0,0.00062853,0.00751635
2008,202012,276781691.89,5372471.53,50.0,0.0194105,0.20960014,0.0,0.0,0.0,0.0
2008,202101,269307738.01,4120915.9,45.0,0.01530188,0.16893062,394969.93,2.0,0.00146661,0.01745807
2008,202102,263775872.72,3446378.64,38.0,0.01306556,0.14599646,63503.62,1.0,0.00024075,0.00288516
2008,202103,259298916.89,4905918.89,54.0,0.01891994,0.20484204,0.0,0.0,0.0,0.0
2008,202104,253284512.88,4757145.26,51.0,0.01878182,0.20349774,281938.09,2.0,0.00111313,0.01327606
2008,202105,243144924.42,3168732.89,33.0,0.01303228,0.14565087,43402.2,1.0,0.0001785,0.00213994
2008,202106,236831489.64,4927791.05,50.0,0.02080716,0.22300407,0.0,0.0,0.0,0.0
2008,202107,229635406.14,3754252.27,37.0,0.01634875,0.17947131,0.0,0.0,0.0,0.0
2008,202108,221343162.93,3611399.28,43.0,0.01631584,0.17914179,83094.49,1.0,0.00037541,0.00449563
2008,202109,216595439.48,1922286.7,30.0,0.00887501,0.10145234,176185.72,1.0,0.00081343,0.00971764
2008,202110,213394383.34,3602131.5,36.0,0.01688016,0.18477494,101348.12,1.0,0.00047493,0.00568434
2008,202111,207948743.96,2609035.85,36.0,0.01254653,0.14059146,0.0,0.0,0.0,0.0
2008,202112,204209182.39,3253571.21,40.0,0.01593254,0.17529534,31916.18,1.0,0.00015629,0.00187389
2008,202201,198334056.11,4056864.09,42.0,0.0204547,0.21964128,88369.17,1.0,0.00044556,0.0053336
2008,202202,193417467.8,1931046.28,22.0,0.00998383,0.11344133,0.0,0.0,0.0,0.0
2008,202203,190429283.46,3533187.06,35.0,0.0185538,0.20127373,0.0,0.0,0.0,0.0
2008,202204,185984388.01,2683218.43,32.0,0.01442712,0.16002772,0.0,0.0,0.0,0.0
2008,202205,180532134.63,1621157.49,30.0,0.00897988,0.1025926,0.0,0.0,0.0,0.0
2008,202206,176838556.68,2022318.46,23.0,0.01143596,0.12892067,0.0,0.0,0.0,0.0
2008,202207,173976446.65,1203448.69,20.0,0.00691731,0.07992135,0.0,0.0,0.0,0.0
2008,202208,171897868.7,1625325.98,32.0,0.00945518,0.10774384,175972.32,2.0,0.0010237,0.0122155
2008,202209,169281567.52,796115.97,20.0,0.00470291,0.05499782,141792.56,1.0,0.00083761,0.01000519
2008,202210,167378762.4,1657399.8,28.0,0.00990209,0.11256262,0.0,0.0,0.0,0.0
2008,202211,164432892.45,473308.0,10.0,0.00287843,0.0339995,0.0,0.0,0.0,0.0
2008,202212,163181948.73,371079.13,20.0,0.00227402,0.02694953,0.0,0.0,0.0,0.0
2008,202301,162011079.52,300307.46,20.0,0.00185362,0.0220181,0.0,0.0,0.0,0.0
2008,202302,160919919.35,480127.84,28.0,0.00298364,0.035222,293518.18,2.0,0.001824,0.02166977
2008,202303,159445452.38,1280350.49,37.0,0.00803002,0.09221638,218442.81,1.0,0.00137002,0.01631688
2008,202304,157121555.35,1212597.98,28.0,0.00771758,0.08877931,52772.69,1.0,0.00033587,0.00402302
2008,202305,155117765.76,1096768.04,30.0,0.00707055,0.08162363,0.0,0.0,0.0,0.0
2008,202306,153169237.72,620995.29,19.0,0.00405431,0.04758136,76952.99,1.0,0.00050241,0.00601223
2008,202307,151762545.9,1613899.49,32.0,0.01063437,0.1204069,0.0,0.0,0.0,0.0
2008,202308,149503083.98,686368.4,22.0,0.004591,0.05372195,127731.42,1.0,0.00085437,0.01020444
2008,202309,147046269.53,437264.96,17.0,0.00297366,0.035106,0.0,0.0,0.0,0.0
2008,202310,145964981.66,196721.7,18.0,0.00134773,0.01605344,0.0,0.0,0.0,0.0
2008,202311,144610708.52,578752.72,10.0,0.00400214,0.04698256,0.0,0.0,0.0,0.0
2008,202312,142029390.92,585138.88,19.0,0.00411984,0.04833314,0.0,0.0,0.0,0.0
2008,202401,140779349.86,535980.4,11.0,0.00380724,0.04474221,230365.75,3.0,0.00163636,0.01946056
2008,202402,139413724.05,521294.15,9.0,0.00373919,0.04395888,0.0,0.0,0.0,0.0
2008,202403,138319109.83,575225.35,7.0,0.00415868,0.04877843,0.0,0.0,0.0,0.0
2008,202404,135714928.07,590451.31,9.0,0.00435067,0.05097675,145948.98,1.0,0.00107541,0.01282885
2008,202405,134325356.69,171889.96,6.0,0.00127965,0.01524823,0.0,0.0,0.0,0.0
2008,202406,132870355.52,601422.03,6.0,0.00452638,0.05298457,0.0,0.0,0.0,0.0
2008,202407,131751359.1,829793.15,6.0,0.00629818,0.07301427,207587.84,2.0,0.0015756,0.01874425
2008,202408,130119028.5,220113.45,5.0,0.00169163,0.02011177,386283.06,1.0,0.00296869,0.03504833
2008,202409,128913133.9,273746.54,7.0,0.0021235,0.02518644,0.0,0.0,0.0,0.0
2008,202410,127588891.96,531919.3,12.0,0.00416901,0.04889678,411815.84,1.0,0.00322768,0.0380519
2008,202411,125263180.41,603076.06,8.0,0.00481447,0.05626813,0.0,0.0,0.0,0.0
2008,202412,123982650.66,269935.96,11.0,0.00217721,0.02581589,0.0,0.0,0.0,0.0
2008,202501,123116503.77,758784.12,11.0,0.00616314,0.0715015,0.0,0.0,0.0,0.0
2008,202502,121769065.3,291339.06,6.0,0.00239255,0.02833584,0.0,0.0,0.0,0.0
2008,202503,120856967.7,1086075.83,13.0,0.00898646,0.10266403,0.0,0.0,0.0,0.0
2008,202504,118295991.48,930114.62,13.0,0.0078626,0.09037617,34123.51,1.0,0.00028846,0.00345602
2008,202505,116742494.92,91941.96,2.0,0.00078756,0.00940992,0.0,0.0,0.0,0.0
2008,202506,115139239.47,394146.81,9.0,0.00342322,0.04031397,0.0,0.0,0.0,0.0
2008,202507,114105523.56,809591.5,7.0,0.00709511,0.0818962,73998.2,1.0,0.00064851,0.00775438
2008,202508,112661832.46,487655.88,7.0,0.00432849,0.05072301,30612.75,1.0,0.00027172,0.0032558
2008,202509,111528958.28,783154.16,8.0,0.00702198,0.08108441,33308.67,1.0,0.00029865,0.00357798
2008,202510,109706594.3,1129047.49,12.0,0.01029152,0.11674216,0.0,0.0,0.0,0.0
2008,202511,107695591.11,225488.99,6.0,0.00209376,0.02483783,95227.21,1.0,0.00088423,0.01055926
2008,202512,106876163.45,434332.05,9.0,0.00406388,0.04769121,0.0,0.0,0.0,0.0
2008,202601,105859116.34,684012.16,10.0,0.00646153,0.0748413,0.0,0.0,0.0,0.0
2008,202602,104630043.99,191113.37,3.0,0.00182656,0.02169989,0.0,0.0,0.0,0.0
2008,202603,103907556.74,653145.65,7.0,0.00628583,0.07287611,0.0,0.0,0.0,0.0
2019,201901,0.0,0.0,,,,0.0,,,
2019,201902,8341000.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,201903,713133000.0,1639000.0,10.0,0.00229831,0.02723374,0.0,0.0,0.0,0.0
2019,201904,1606723000.0,4579000.0,22.0,0.0028499,0.03366781,0.0,0.0,0.0,0.0
2019,201905,2839266000.0,9613000.0,35.0,0.00338573,0.03988071,0.0,0.0,0.0,0.0
2019,201906,3812739000.0,16311000.0,62.0,0.00427803,0.05014548,0.0,0.0,0.0,0.0
2019,201907,4818415000.0,46485000.0,167.0,0.00964736,0.10981895,0.0,0.0,0.0,0.0
2019,201908,5867574000.0,65932000.0,221.0,0.01123667,0.12681109,0.0,0.0,0.0,0.0
2019,201909,6771891412.93,104140788.17,334.0,0.01537839,0.16970512,0.0,0.0,0.0,0.0
2019,201910,7661080462.6,136362599.13,452.0,0.0177994,0.19387504,0.0,0.0,0.0,0.0
2019,201911,8614421717.35,123992302.29,423.0,0.01439357,0.1596846,0.0,0.0,0.0,0.0
2019,201912,9822847089.31,134586040.98,449.0,0.01370133,0.15257478,0.0,0.0,0.0,0.0
2019,202001,10693663264.03,128915516.23,438.0,0.01205532,0.13544718,0.0,0.0,0.0,0.0
2019,202002,11561227863.71,171958950.65,587.0,0.01487376,0.16458429,0.0,0.0,0.0,0.0
2019,202003,11463826227.35,299783914.42,973.0,0.02615042,0.27238347,0.0,0.0,0.0,0.0
2019,202004,11158933978.07,402816670.26,1340.0,0.03609813,0.35672916,0.0,0.0,0.0,0.0
2019,202005,10746091715.18,365943248.35,1262.0,0.03405361,0.3401636,0.0,0.0,0.0,0.0
2019,202006,10355723589.33,410406498.94,1421.0,0.03963089,0.38445726,0.0,0.0,0.0,0.0
2019,202007,9919424051.56,425528764.91,1438.0,0.04289854,0.40912479,0.0,0.0,0.0,0.0
2019,202008,9468805839.33,430151377.01,1465.0,0.04542826,0.42759572,0.0,0.0,0.0,0.0
2019,202009,9014196584.25,422541180.82,1504.0,0.04687508,0.4379203,0.0,0.0,0.0,0.0
2019,202010,8570679757.88,459101306.31,1634.0,0.0535665,0.483487,109168.63,1.0,1.274e-05,0.00015284
2019,202011,8091794552.01,398345978.86,1436.0,0.04922839,0.45434959,0.0,0.0,0.0,0.0
2019,202012,7674549440.26,417381380.86,1535.0,0.05438513,0.48882276,0.0,0.0,0.0,0.0
2019,202101,7236303499.11,345726559.87,1281.0,0.04777668,0.44426755,0.0,0.0,0.0,0.0
2019,202102,6871757003.46,358591040.12,1338.0,0.05218331,0.4743554,0.0,0.0,0.0,0.0
2019,202103,6496872105.05,393985308.76,1564.0,0.06064231,0.52796744,0.0,0.0,0.0,0.0
2019,202104,6084175276.39,293249616.8,1162.0,0.04819875,0.44721624,72781.84,1.0,1.196e-05,0.00014354
2019,202105,5775430155.84,207071063.52,865.0,0.03585379,0.35476966,0.0,0.0,0.0,0.0
2019,202106,5553524050.05,227774529.87,934.0,0.04101441,0.39501451,0.0,0.0,0.0,0.0
2019,202107,5310694780.26,207909972.67,873.0,0.0391493,0.38074298,0.0,0.0,0.0,0.0
2019,202108,5088379284.98,206620862.73,884.0,0.04060642,0.39191863,0.0,0.0,0.0,0.0
2019,202109,4868756122.02,194325001.4,864.0,0.03991266,0.38662097,0.0,0.0,0.0,0.0
2019,202110,4661960100.82,182848608.62,790.0,0.0392214,0.38130038,154696.94,1.0,3.318e-05,0.00039812
2019,202111,4465779656.98,167581582.24,732.0,0.03752572,0.36806907,103315.78,1.0,2.313e-05,0.00027758
2019,202112,4286060841.53,124280258.44,572.0,0.02899638,0.29749378,63933.18,1.0,1.492e-05,0.00017898
2019,202201,4148091958.53,103560326.46,479.0,0.02496577,0.26169072,179455.69,1.0,4.326e-05,0.00051902
2019,202202,4032090119.73,86632834.38,404.0,0.02148584,0.2294419,0.0,0.0,0.0,0.0
2019,202203,3934130771.49,73910903.76,387.0,0.0187871,0.20354912,0.0,0.0,0.0,0.0
2019,202204,3847784284.36,64242865.62,317.0,0.01669607,0.1829412,137934.34,1.0,3.585e-05,0.00043009
2019,202205,3771029165.6,45390105.41,261.0,0.01203653,0.13524986,0.0,0.0,0.0,0.0
2019,202206,3715075564.47,43944646.95,238.0,0.01182874,0.13306478,344678.38,1.0,9.278e-05,0.00111277
2019,202207,3660210339.91,36005662.59,199.0,0.00983705,0.11186277,101368.47,1.0,2.769e-05,0.00033229
2019,202208,3613473101.45,32338608.56,184.0,0.00894945,0.10226188,0.0,0.0,0.0,0.0
2019,202209,3570106409.91,26259177.46,162.0,0.00735529,0.084779,384679.34,1.0,0.00010775,0.00129224
2019,202210,3532425651.21,19606193.5,123.0,0.00555035,0.06460811,0.0,0.0,0.0,0.0
2019,202211,3501738582.63,18043333.31,101.0,0.00515268,0.06010959,173967.7,1.0,4.968e-05,0.000596
2019,202212,3472921405.45,16317858.13,107.0,0.0046986,0.05494868,0.0,0.0,0.0,0.0
2019,202301,3444603046.05,10225526.96,81.0,0.00296856,0.03504688,64967.88,1.0,1.886e-05,0.00022631
2019,202302,3423167243.63,11466754.38,76.0,0.00334975,0.03946463,468868.84,1.0,0.00013697,0.00164239
2019,202303,3400364329.61,17467008.16,108.0,0.0051368,0.05992961,0.0,0.0,0.0,0.0
2019,202304,3371357022.16,14989698.45,93.0,0.00444619,0.05206871,0.0,0.0,0.0,0.0
2019,202305,3346124804.7,17995724.13,110.0,0.00537808,0.06266179,71618.23,1.0,2.14e-05,0.00025681
2019,202306,3317018950.11,22769561.18,132.0,0.00686447,0.07933368,0.0,0.0,0.0,0.0
2019,202307,3283419055.68,19238082.36,109.0,0.00585916,0.06808785,113602.63,1.0,3.46e-05,0.00041511
2019,202308,3253922240.34,19363247.76,112.0,0.00595074,0.06911749,229812.91,1.0,7.063e-05,0.00084719
2019,202309,3223227587.57,17643396.9,108.0,0.00547383,0.06374405,147821.09,1.0,4.586e-05,0.0005502
2019,202310,3195098595.46,13015601.17,88.0,0.00407361,0.04780289,0.0,0.0,0.0,0.0
2019,202311,3172049791.13,11663041.11,74.0,0.00367682,0.04324038,77965.69,1.0,2.458e-05,0.00029491
2019,202312,3149104994.57,9490391.57,65.0,0.00301368,0.0355707,234484.94,1.0,7.446e-05,0.00089316
2019,202401,3129341887.57,10307232.14,68.0,0.00329374,0.03881664,0.0,0.0,0.0,0.0
2019,202402,3109002773.22,11456709.95,71.0,0.00368501,0.04333482,0.0,0.0,0.0,0.0
2019,202403,3087919657.9,13785060.28,93.0,0.00446419,0.05227434,0.0,0.0,0.0,0.0
2019,202404,3063118163.75,18503416.6,110.0,0.00604071,0.07012804,559944.63,3.0,0.0001828,0.00219142
2019,202405,3033670348.15,17044620.17,111.0,0.00561848,0.06537686,0.0,0.0,0.0,0.0
2019,202406,3005746176.8,14085902.81,95.0,0.00468632,0.05480883,0.0,0.0,0.0,0.0
2019,202407,2982310116.62,16711166.58,116.0,0.00560343,0.06520709,262949.5,1.0,8.817e-05,0.00105752
2019,202408,2955163927.93,15902336.06,106.0,0.0053812,0.06269712,228416.3,1.0,7.729e-05,0.00092713
2019,202409,2929100807.66,13110133.5,91.0,0.00447582,0.05240721,0.0,0.0,0.0,0.0
2019,202410,2905505797.76,12365328.67,88.0,0.00425583,0.04989132,0.0,0.0,0.0,0.0
2019,202411,2881316045.89,11064962.38,75.0,0.00384025,0.04512197,0.0,0.0,0.0,0.0
2019,202412,2860459153.26,13352100.58,79.0,0.00466782,0.05459791,0.0,0.0,0.0,0.0
2019,202501,2837405845.61,8369505.44,59.0,0.0029497,0.0348278,101838.02,1.0,3.589e-05,0.00043061
2019,202502,2819008271.27,10102485.84,68.0,0.0035837,0.04216684,0.0,0.0,0.0,0.0
2019,202503,2799507516.79,12995826.15,77.0,0.00464218,0.05430569,143267.84,1.0,5.118e-05,0.00061394
2019,202504,2775943984.65,11222000.23,78.0,0.00404259,0.04744686,0.0,0.0,0.0,0.0
2019,202505,2755471685.27,15211841.02,107.0,0.00552059,0.06427221,113234.1,1.0,4.109e-05,0.00049302
2019,202506,2729446725.93,15011029.47,97.0,0.00549966,0.06403582,231034.23,1.0,8.465e-05,0.00101527
2019,202507,2705178619.9,18345866.36,117.0,0.00678176,0.07841319,0.0,0.0,0.0,0.0
2019,202508,2677795034.07,13512339.83,87.0,0.00504607,0.05890024,179265.47,1.0,6.695e-05,0.00080305
2019,202509,2655029656.76,13591024.81,92.0,0.00511897,0.05972739,0.0,0.0,0.0,0.0
2019,202510,2632130716.94,14177981.46,95.0,0.0053865,0.06275706,0.0,0.0,0.0,0.0
2019,202511,2608297486.74,10226088.32,70.0,0.0039206,0.04604584,1151885.21,5.0,0.00044162,0.00528663
2019,202512,2588565889.43,12402372.95,91.0,0.00479121,0.05600343,0.0,0.0,0.0,0.0
2019,202601,2564491123.71,10342301.98,69.0,0.00403289,0.0473355,0.0,0.0,0.0,0.0
2019,202602,2544988796.36,10391839.66,80.0,0.00408326,0.04791349,116756.09,2.0,4.588e-05,0.00055038
2019,202603,2525537258.17,11272423.43,73.0,0.00446338,0.05226505,0.0,0.0,0.0,0.0
2020,202001,0.0,0.0,,,,0.0,,,
2020,202002,5098000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,202003,792424000.0,677000.0,8.0,0.00085434,0.01020405,0.0,0.0,0.0,0.0
2020,202004,1799657000.0,2464000.0,13.0,0.00136915,0.01630664,0.0,0.0,0.0,0.0
2020,202005,3298653000.0,8502000.0,31.0,0.00257742,0.03049429,0.0,0.0,0.0,0.0
2020,202006,4291226000.0,18997000.0,67.0,0.00442694,0.05184872,0.0,0.0,0.0,0.0
2020,202007,5333383000.0,53014000.0,155.0,0.00994003,0.11297062,0.0,0.0,0.0,0.0
2020,202008,6705398000.57,80801000.57,241.0,0.01205014,0.13539282,0.0,0.0,0.0,0.0
2020,202009,7770905847.07,134618227.05,385.0,0.01732336,0.18917418,0.0,0.0,0.0,0.0
2020,202010,8813446364.98,173191184.67,500.0,0.01965079,0.21192121,0.0,0.0,0.0,0.0
2020,202011,9944141932.65,182701396.12,545.0,0.01837277,0.19950397,0.0,0.0,0.0,0.0
2020,202012,11060028841.99,224641223.8,671.0,0.02031109,0.21826724,0.0,0.0,0.0,0.0
2020,202101,11973657293.22,220571630.8,632.0,0.01842141,0.19997984,0.0,0.0,0.0,0.0
2020,202102,12905502716.72,253750498.46,757.0,0.01966219,0.21203121,0.0,0.0,0.0,0.0
2020,202103,12692085740.29,303900943.83,944.0,0.02394413,0.25235379,0.0,0.0,0.0,0.0
2020,202104,12356420135.65,201801757.13,649.0,0.01633173,0.17930094,0.0,0.0,0.0,0.0
2020,202105,12116945364.21,163717479.21,555.0,0.01351145,0.15061498,0.0,0.0,0.0,0.0
2020,202106,11921917019.46,205602144.57,704.0,0.01724573,0.18840515,0.0,0.0,0.0,0.0
2020,202107,11681468060.63,184167681.43,630.0,0.0157658,0.1736169,0.0,0.0,0.0,0.0
2020,202108,11462153260.88,249088840.57,805.0,0.02173142,0.23175937,0.0,0.0,0.0,0.0
2020,202109,11179481335.0,241123789.53,812.0,0.02156842,0.23022196,0.0,0.0,0.0,0.0
2020,202110,10905384845.15,192902326.05,699.0,0.01768872,0.19278437,0.0,0.0,0.0,0.0
2020,202111,10680316384.46,178675154.43,637.0,0.01672939,0.18327338,0.0,0.0,0.0,0.0
2020,202112,10467813360.49,157374818.53,570.0,0.01503416,0.16621514,0.0,0.0,0.0,0.0
2020,202201,10277772490.52,116353337.26,437.0,0.01132087,0.12770297,0.0,0.0,0.0,0.0
2020,202202,10132524278.19,94440899.45,373.0,0.00932057,0.10628767,0.0,0.0,0.0,0.0
2020,202203,10007442418.96,99436375.53,418.0,0.00993624,0.11292987,0.0,0.0,0.0,0.0
2020,202204,9875072334.9,75257043.73,304.0,0.00762091,0.08771349,0.0,0.0,0.0,0.0
2020,202205,9767738606.31,71175140.39,313.0,0.00728676,0.08402044,0.0,0.0,0.0,0.0
2020,202206,9666116357.12,59589913.62,251.0,0.00616482,0.0715204,0.0,0.0,0.0,0.0
2020,202207,9577547894.25,51425064.38,239.0,0.00536934,0.0625629,0.0,0.0,0.0,0.0
2020,202208,9497292908.17,55104691.17,233.0,0.00580215,0.0674463,0.0,0.0,0.0,0.0
2020,202209,9413309729.67,38504515.57,170.0,0.00409043,0.04799583,0.0,0.0,0.0,0.0
2020,202210,9343982720.01,43996032.61,197.0,0.00470849,0.05506137,0.0,0.0,0.0,0.0
2020,202211,9271966412.47,26168427.83,124.0,0.00282232,0.033347,201270.02,1.0,2.171e-05,0.00026046
2020,202212,9217473891.33,21725800.22,94.0,0.00235702,0.02792048,0.0,0.0,0.0,0.0
2020,202301,9165965056.33,19155849.23,93.0,0.00208989,0.0247924,0.0,0.0,0.0,0.0
2020,202302,9118787275.68,28737330.08,129.0,0.00315144,0.03716866,0.0,0.0,0.0,0.0
2020,202303,9062966157.05,36557748.22,163.0,0.00403375,0.04734542,0.0,0.0,0.0,0.0
2020,202304,8994103565.56,39395387.02,164.0,0.00438013,0.05131368,0.0,0.0,0.0,0.0
2020,202305,8927722719.23,38035219.18,164.0,0.00426035,0.04994311,0.0,0.0,0.0,0.0
2020,202306,8860897185.23,40136969.88,182.0,0.00452967,0.05302214,0.0,0.0,0.0,0.0
2020,202307,8792284007.02,35082581.86,165.0,0.00399016,0.04684491,178724.52,2.0,2.033e-05,0.0002439
2020,202308,8729854871.66,34518650.0,150.0,0.00395409,0.04643069,0.0,0.0,0.0,0.0
2020,202309,8667871296.13,31390463.63,143.0,0.00362147,0.04260245,0.0,0.0,0.0,0.0
2020,202310,8609181618.15,29552266.76,142.0,0.00343265,0.04042289,0.0,0.0,0.0,0.0
2020,202311,8551753954.29,18205471.76,91.0,0.00212886,0.0252493,0.0,0.0,0.0,0.0
2020,202312,8506813954.43,17504061.79,99.0,0.00205765,0.02441429,0.0,0.0,0.0,0.0
2020,202401,8461591359.43,21072954.91,109.0,0.00249042,0.02947913,0.0,0.0,0.0,0.0
2020,202402,8413291547.76,19915628.94,86.0,0.00236716,0.02803903,195797.9,2.0,2.327e-05,0.00027923
2020,202403,8365851431.34,27046083.24,135.0,0.00323291,0.03811254,104310.0,1.0,1.247e-05,0.00014961
2020,202404,8309997957.91,27638888.34,129.0,0.00332598,0.03918969,40942.95,1.0,4.93e-06,5.912e-05
2020,202405,8254561128.98,35042132.13,164.0,0.00424518,0.04976946,232163.17,2.0,2.813e-05,0.00033745
2020,202406,8190421619.52,34806325.55,153.0,0.00424964,0.04982046,0.0,0.0,0.0,0.0
2020,202407,8130454427.6,32246090.43,152.0,0.00396609,0.04656848,0.0,0.0,0.0,0.0
2020,202408,8070592725.79,33296315.71,162.0,0.00412563,0.04839954,203756.27,1.0,2.525e-05,0.00030292
2020,202409,8009379627.92,31536670.5,154.0,0.00393747,0.04623968,0.0,0.0,0.0,0.0
2020,202410,7951543261.48,24728419.51,133.0,0.00310989,0.03668693,0.0,0.0,0.0,0.0
2020,202411,7899261277.73,26254401.28,134.0,0.00332365,0.03916277,334413.45,2.0,4.233e-05,0.0005079
2020,202412,7845206621.94,25626702.19,125.0,0.00326654,0.03850188,0.0,0.0,0.0,0.0
2020,202501,7792229252.73,18584294.15,93.0,0.00238498,0.02824729,0.0,0.0,0.0,0.0
2020,202502,7745962527.46,22330784.65,105.0,0.00288289,0.03405143,140555.27,1.0,1.815e-05,0.00021773
2020,202503,7697476999.73,28035543.44,134.0,0.00364217,0.0428411,0.0,0.0,0.0,0.0
2020,202504,7641696126.21,28524056.67,139.0,0.00373269,0.04388401,325221.36,2.0,4.256e-05,0.00051059
2020,202505,7586002679.97,32031310.74,148.0,0.00422242,0.04950877,0.0,0.0,0.0,0.0
2020,202506,7525861158.11,28249297.18,143.0,0.00375363,0.04412517,133192.16,1.0,1.77e-05,0.00021235
2020,202507,7471992856.58,28706469.41,143.0,0.00384188,0.04514072,0.0,0.0,0.0,0.0
2020,202508,7416273272.65,34569222.61,159.0,0.00466127,0.05452323,297186.94,1.0,4.007e-05,0.00048076
2020,202509,7354904530.31,23214789.36,115.0,0.00315637,0.03722576,0.0,0.0,0.0,0.0
2020,202510,7302904997.59,29756650.3,150.0,0.00407463,0.04781456,0.0,0.0,0.0,0.0
2020,202511,7245176836.09,25526884.45,131.0,0.00352329,0.04146977,0.0,0.0,0.0,0.0
2020,202512,7195391923.74,23867791.46,126.0,0.00331709,0.03908689,0.0,0.0,0.0,0.0
2020,202601,7142667326.14,17758778.73,92.0,0.0024863,0.02943091,48473.99,1.0,6.79e-06,8.144e-05
2020,202602,7098754776.2,15650742.99,86.0,0.00220472,0.02613813,223607.52,1.0,3.15e-05,0.00037793
2020,202603,7056810033.91,26974906.23,136.0,0.00382254,0.04491823,197026.2,1.0,2.792e-05,0.00033499
2021,202101,0.0,0.0,1.0,,,0.0,0.0,,
2021,202102,6366000.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2021,202103,1076465000.0,785000.0,5.0,0.00072924,0.00871585,0.0,0.0,0.0,0.0
2021,202104,2279056000.0,4716000.0,14.0,0.00206928,0.02455067,0.0,0.0,0.0,0.0
2021,202105,3538277000.0,6111000.0,24.0,0.00172711,0.0205296,0.0,0.0,0.0,0.0
2021,202106,4647407000.0,11691000.0,44.0,0.0025156,0.02977298,0.0,0.0,0.0,0.0
2021,202107,5690068000.0,22709000.0,71.0,0.00399099,0.04685448,0.0,0.0,0.0,0.0
2021,202108,6957397000.0,33501000.0,108.0,0.00481516,0.05627599,0.0,0.0,0.0,0.0
2021,202109,8035614792.75,44260000.0,146.0,0.00550798,0.06412976,0.0,0.0,0.0,0.0
2021,202110,9221574059.82,47283134.12,162.0,0.00512745,0.0598235,0.0,0.0,0.0,0.0
2021,202111,10365358290.1,50917093.36,180.0,0.00491224,0.05738005,0.0,0.0,0.0,0.0
2021,202112,11593471926.87,62766357.34,228.0,0.00541394,0.06306726,0.0,0.0,0.0,0.0
2021,202201,12720174988.8,61541921.97,214.0,0.00483813,0.05653737,0.0,0.0,0.0,0.0
2021,202202,13690979118.53,60914272.23,221.0,0.00444923,0.0521034,0.0,0.0,0.0,0.0
2021,202203,13660474903.31,62148469.55,231.0,0.00454951,0.05324856,0.0,0.0,0.0,0.0
2021,202204,13564825697.61,67427078.82,251.0,0.00497073,0.05804474,0.0,0.0,0.0,0.0
2021,202205,13459922566.04,65412255.61,246.0,0.00485978,0.05678358,0.0,0.0,0.0,0.0
2021,202206,13357661084.9,70605548.21,268.0,0.00528577,0.06161737,0.0,0.0,0.0,0.0
2021,202207,13250091292.64,50068194.83,195.0,0.00377871,0.04441385,0.0,0.0,0.0,0.0
2021,202208,13161850077.05,57689949.72,244.0,0.00438312,0.05134779,0.0,0.0,0.0,0.0
2021,202209,13065884589.79,46078910.83,184.0,0.00352666,0.04150861,0.0,0.0,0.0,0.0
2021,202210,12981754682.34,33001596.54,142.0,0.00254215,0.03008289,0.0,0.0,0.0,0.0
2021,202211,12912441766.07,29516063.16,131.0,0.00228586,0.0270881,0.0,0.0,0.0,0.0
2021,202212,12847009911.61,26503577.98,105.0,0.00206302,0.02447721,0.0,0.0,0.0,0.0
2021,202301,12780981120.48,25493560.55,110.0,0.00199465,0.02367493,0.0,0.0,0.0,0.0
2021,202302,12720306956.03,26496760.19,114.0,0.00208303,0.02471195,0.0,0.0,0.0,0.0
2021,202303,12659648015.87,41989355.72,183.0,0.00331679,0.03908334,0.0,0.0,0.0,0.0
2021,202304,12577934572.35,35917388.08,143.0,0.00285559,0.03373395,0.0,0.0,0.0,0.0
2021,202305,12507321903.95,45229636.5,199.0,0.00361625,0.04254225,66198.13,1.0,5.29e-06,6.351e-05
2021,202306,12425593826.56,50116964.19,204.0,0.00403337,0.047341,0.0,0.0,0.0,0.0
2021,202307,12339719009.86,43483433.96,176.0,0.00352386,0.0414763,0.0,0.0,0.0,0.0
2021,202308,12262579054.24,45183642.14,188.0,0.00368468,0.04333097,0.0,0.0,0.0,0.0
2021,202309,12182559337.7,35301523.32,155.0,0.00289771,0.03422365,269775.27,2.0,2.214e-05,0.0002657
2021,202310,12112150568.5,35367415.58,151.0,0.00291999,0.03448264,0.0,0.0,0.0,0.0
2021,202311,12042763606.02,24296995.19,109.0,0.00201756,0.02394386,0.0,0.0,0.0,0.0
