vintage_year,monthly_reporting_period,beginning_active_upb,voluntary_payoff_balance,voluntary_payoff_events,smm,cpr,credit_event_balance,credit_events,mdr,cdr
2007,201705,765158394.33,9371788.34,89.0,0.01224817,0.13747016,728070.61,5.0,0.00095153,0.01135878
2007,201706,746958080.49,9516872.35,79.0,0.01274084,0.14261858,911186.21,6.0,0.00121986,0.01454054
2007,201707,734703848.59,8448017.51,77.0,0.01149853,0.12958211,991264.3,4.0,0.0013492,0.01607083
2007,201708,722120137.91,9576006.04,82.0,0.01326096,0.14802326,2853951.29,15.0,0.00395218,0.04640876
2007,201709,696282468.73,7648396.39,67.0,0.01098462,0.12413624,1061722.47,7.0,0.00152484,0.01814545
2007,201710,685899438.58,7710962.4,68.0,0.01124212,0.12686881,2080148.75,13.0,0.00303273,0.03579184
2007,201711,666122730.33,7389924.24,68.0,0.01109394,0.12529729,720208.64,5.0,0.0010812,0.01289747
2007,201712,651743003.53,6942779.02,59.0,0.01065263,0.12060169,481909.17,3.0,0.00073942,0.008837
2007,201801,633269612.93,3775740.22,38.0,0.00596229,0.06924732,736082.83,6.0,0.00116235,0.01385941
2007,201802,627106080.06,5628549.26,47.0,0.00897543,0.10254426,530665.37,6.0,0.00084621,0.01010743
2007,201803,618984141.95,6250110.12,58.0,0.01009737,0.11466068,665662.73,3.0,0.00107541,0.01282888
2007,201804,600219549.29,6090993.98,56.0,0.01014794,0.11520333,1236519.58,6.0,0.00206011,0.02444315
2007,201805,591245306.24,5986380.92,53.0,0.01012504,0.11495761,423589.83,3.0,0.00071644,0.00856344
2007,201806,582873380.06,7289684.08,56.0,0.01250646,0.14017287,810675.68,5.0,0.00139083,0.01656284
2007,201807,563337703.67,4446795.64,46.0,0.00789366,0.09071777,1103363.2,5.0,0.00195862,0.02325187
2007,201808,556376961.82,3622840.16,37.0,0.00651148,0.07539931,1123043.3,4.0,0.00201849,0.02395482
2007,201809,540831492.88,3366745.25,39.0,0.00622513,0.07219623,378772.72,2.0,0.00070035,0.00837193
2007,201810,535803038.63,4655647.7,45.0,0.0086891,0.09942774,905082.44,5.0,0.00168921,0.02008322
2007,201811,528850169.81,2674586.76,29.0,0.00505736,0.0590284,927771.0,5.0,0.00175432,0.02084987
2007,201812,508832914.3,3747208.04,43.0,0.00736432,0.08487887,318438.99,3.0,0.00062582,0.00748407
2007,201901,501716294.6,2495927.63,26.0,0.00497478,0.05809074,1111429.63,6.0,0.00221526,0.02626156
2007,201902,496631141.2,2340319.07,22.0,0.00471239,0.05510581,203821.38,1.0,0.00041041,0.00491379
2007,201903,492545168.07,3939928.34,36.0,0.00799912,0.09187698,875662.86,5.0,0.00177783,0.02112662
2007,201904,474345920.25,2913665.04,36.0,0.00614249,0.07126998,318126.55,3.0,0.00067066,0.00801834
2007,201905,469718041.93,3409707.48,34.0,0.00725905,0.08371362,1512849.4,10.0,0.00322076,0.03797179
2007,201906,444404129.02,3501438.55,38.0,0.00787895,0.090556,1134396.63,5.0,0.00255262,0.03020508
2007,201907,438417443.0,3414113.31,32.0,0.00778736,0.08954795,724422.79,4.0,0.00165236,0.01964909
2007,201908,432634147.23,4198963.75,38.0,0.00970558,0.11044664,79259.3,1.0,0.0001832,0.00219621
2007,201909,417032903.34,2708745.8,33.0,0.00649528,0.07521833,410903.25,1.0,0.0009853,0.01175976
2007,201910,406611810.44,3404420.98,31.0,0.00837266,0.09597191,258279.25,3.0,0.0006352,0.00759581
2007,201911,401273939.3,2579188.4,30.0,0.0064275,0.07446094,0.0,0.0,0.0,0.0
2007,201912,384573322.84,4888865.0,50.0,0.01271244,0.14232257,86526.81,1.0,0.00022499,0.00269659
2007,202001,378266238.78,3266061.97,43.0,0.00863429,0.09883006,408514.58,5.0,0.00107997,0.01288289
2007,202002,372283217.52,2141844.17,37.0,0.00575327,0.06689594,824799.04,5.0,0.00221551,0.0262646
2007,202003,368343870.93,3996799.27,43.0,0.01085073,0.12271233,76773.92,2.0,0.00020843,0.00249829
2007,202004,356104112.4,3152687.32,35.0,0.00885327,0.10121584,130071.59,1.0,0.00036526,0.00437436
2007,202005,351789191.04,2828338.14,35.0,0.00803987,0.09232448,112803.7,1.0,0.00032066,0.00384111
2007,202006,347733448.31,2844358.47,30.0,0.00817971,0.09385882,64280.08,1.0,0.00018485,0.002216
2007,202007,343622397.02,3464081.51,50.0,0.01008107,0.11448576,122154.69,1.0,0.00035549,0.00425756
2007,202008,325803108.36,5001139.27,43.0,0.01535019,0.16941971,344247.25,1.0,0.00105661,0.01260591
2007,202009,319433119.96,2653688.37,31.0,0.00830749,0.09525877,365736.09,1.0,0.00114495,0.01365325
2007,202010,311221809.01,4460464.92,55.0,0.01433211,0.15905555,150985.03,1.0,0.00048514,0.00580613
2007,202011,305559840.93,4521216.21,46.0,0.0147965,0.16379771,0.0,0.0,0.0,0.0
2007,202012,292106966.02,5283507.64,53.0,0.01808758,0.19670873,412933.65,4.0,0.00141364,0.01683239
2007,202101,284137843.3,3569372.42,37.0,0.01256212,0.14075418,42225.33,1.0,0.00014861,0.00178185
2007,202102,279514280.52,3303198.95,41.0,0.01181764,0.13294795,96589.4,1.0,0.00034556,0.00413887
2007,202103,275190603.1,4989415.63,53.0,0.01813076,0.19713257,557293.79,3.0,0.00202512,0.02403258
2007,202104,268604548.99,3882499.91,43.0,0.01445433,0.16030604,0.0,0.0,0.0,0.0
2007,202105,260404369.64,5345862.11,51.0,0.02052908,0.22035202,0.0,0.0,0.0,0.0
2007,202106,251505900.06,3920914.84,44.0,0.01558975,0.17184141,0.0,0.0,0.0,0.0
2007,202107,244159580.06,3330552.45,45.0,0.01364088,0.15195138,196130.23,1.0,0.00080329,0.00959697
2007,202108,234566108.75,3369708.92,42.0,0.01436571,0.1593995,0.0,0.0,0.0,0.0
2007,202109,230377996.06,3221195.81,33.0,0.01398222,0.15546636,0.0,0.0,0.0,0.0
2007,202110,224812137.29,2980292.91,45.0,0.01325681,0.14798032,35338.02,1.0,0.00015719,0.00188464
2007,202111,219210026.2,2718130.22,37.0,0.01239966,0.13905629,0.0,0.0,0.0,0.0
2007,202112,215683936.21,2850251.01,40.0,0.01321494,0.14754636,244142.19,1.0,0.00113194,0.01349908
2007,202201,208596626.73,3257002.21,39.0,0.01561388,0.17208493,0.0,0.0,0.0,0.0
2007,202202,204573022.86,2253559.17,50.0,0.01101592,0.12446879,243196.81,2.0,0.0011888,0.01417272
2007,202203,201338872.72,3010741.67,61.0,0.0149536,0.16539643,0.0,0.0,0.0,0.0
2007,202204,197546302.69,2460390.4,42.0,0.01245475,0.13963242,0.0,0.0,0.0,0.0
2007,202205,191146582.21,2330686.24,40.0,0.01219319,0.13689387,267282.8,2.0,0.00139831,0.01665131
2007,202206,186065960.85,1392571.89,20.0,0.00748429,0.08620523,0.0,0.0,0.0,0.0
2007,202207,183834447.52,1196259.37,29.0,0.00650726,0.07535218,0.0,0.0,0.0,0.0
2007,202208,181928549.29,1814285.18,35.0,0.00997251,0.11331978,0.0,0.0,0.0,0.0
2007,202209,179381468.74,1255700.62,26.0,0.00700017,0.08084216,265047.91,3.0,0.00147757,0.0175874
2007,202210,174654216.02,1282826.49,24.0,0.00734495,0.08466456,0.0,0.0,0.0,0.0
2007,202211,171302656.55,833323.84,19.0,0.00486463,0.05683873,40013.8,1.0,0.00023359,0.00279943
2007,202212,169820286.81,1036215.35,18.0,0.00610183,0.07081398,0.0,0.0,0.0,0.0
2007,202301,168067732.97,1628850.54,27.0,0.00969163,0.11029632,33510.04,1.0,0.00019938,0.00238999
2007,202302,165692516.18,637273.53,14.0,0.00384612,0.04518955,0.0,0.0,0.0,0.0
2007,202303,164368980.73,961650.65,16.0,0.00585056,0.06799109,0.0,0.0,0.0,0.0
2007,202304,162627991.21,680887.99,8.0,0.00418678,0.04910046,0.0,0.0,0.0,0.0
2007,202305,161317428.23,983976.79,12.0,0.00609963,0.07078926,0.0,0.0,0.0,0.0
2007,202306,159710496.32,1009411.48,17.0,0.00632026,0.07326144,185725.44,2.0,0.00116289,0.01386575
2007,202307,157866915.4,696429.02,12.0,0.00441149,0.05167219,0.0,0.0,0.0,0.0
2007,202308,156584499.81,899991.29,11.0,0.00574764,0.06683258,0.0,0.0,0.0,0.0
2007,202309,152648628.64,599967.6,9.0,0.00393038,0.04615828,366771.44,1.0,0.00240272,0.02845462
2007,202310,151072363.14,789960.8,13.0,0.00522902,0.06097474,49000.13,1.0,0.00032435,0.00388525
2007,202311,149252664.12,578392.77,10.0,0.00387526,0.04552464,0.0,0.0,0.0,0.0
2007,202312,146968328.76,672949.42,11.0,0.00457887,0.05358363,0.0,0.0,0.0,0.0
2007,202401,145655533.58,646629.16,9.0,0.00443944,0.05199158,97783.91,1.0,0.00067134,0.00802636
2007,202402,144241008.61,816788.88,13.0,0.00566267,0.06587511,36961.88,1.0,0.00025625,0.00307068
2007,202403,142791439.53,499988.15,12.0,0.00350153,0.0412185,0.0,0.0,0.0,0.0
2007,202404,140498896.4,669722.98,8.0,0.00476675,0.05572492,0.0,0.0,0.0,0.0
2007,202405,139204493.08,834173.56,10.0,0.00599243,0.06958589,434359.17,2.0,0.0031203,0.03680759
2007,202406,136893948.52,363000.82,5.0,0.00265169,0.03136032,108434.43,1.0,0.00079211,0.00946396
2007,202407,135863091.02,308745.03,6.0,0.00227247,0.0269314,0.0,0.0,0.0,0.0
2007,202408,134964122.59,247726.34,7.0,0.0018355,0.02180497,41249.61,1.0,0.00030563,0.00366145
2007,202409,134046490.86,864432.24,11.0,0.00644875,0.07469845,0.0,0.0,0.0,0.0
2007,202410,131465204.51,327152.09,5.0,0.00248851,0.02945674,0.0,0.0,0.0,0.0
2007,202411,130107786.48,707845.97,14.0,0.00544046,0.06336699,0.0,0.0,0.0,0.0
2007,202412,128427809.72,510043.09,9.0,0.00397144,0.04662994,57085.96,1.0,0.0004445,0.00532096
2007,202501,127236088.26,376365.4,7.0,0.00295801,0.03492427,17767.63,1.0,0.00013964,0.00167443
2007,202502,126205671.25,526057.33,7.0,0.00416825,0.04888813,0.0,0.0,0.0,0.0
2007,202503,125068290.07,969989.58,13.0,0.00775568,0.08919908,0.0,0.0,0.0,0.0
2007,202504,122516768.26,552060.3,9.0,0.004506,0.05275183,75959.89,2.0,0.00062,0.00741463
2007,202505,121219626.04,552740.16,11.0,0.00455982,0.05336626,0.0,0.0,0.0,0.0
2007,202506,119365021.8,677632.05,8.0,0.00567697,0.06603637,0.0,0.0,0.0,0.0
2007,202507,118101546.01,802344.07,13.0,0.00679368,0.07854593,0.0,0.0,0.0,0.0
2007,202508,116652367.36,452551.14,8.0,0.00387949,0.04557323,32120.44,1.0,0.00027535,0.00329922
2007,202509,115593352.03,296385.5,8.0,0.00256404,0.03033822,340075.25,3.0,0.002942,0.03473827
2007,202510,114069542.69,387676.56,8.0,0.0033986,0.04002942,0.0,0.0,0.0,0.0
2007,202511,113091552.69,357313.06,7.0,0.0031595,0.03726208,146803.64,2.0,0.0012981,0.01546641
2007,202512,112027117.8,255257.67,9.0,0.00227853,0.02700235,0.0,0.0,0.0,0.0
2007,202601,110905118.81,614042.35,10.0,0.00553665,0.06445343,0.0,0.0,0.0,0.0
2007,202602,109708169.02,336117.96,7.0,0.00306375,0.03615172,0.0,0.0,0.0,0.0
2007,202603,108800039.22,517136.12,13.0,0.00475309,0.05556936,0.0,0.0,0.0,0.0
2008,200801,0.0,0.0,,,,0.0,,,
2008,200802,10988000.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,200803,567099000.0,1413000.0,11.0,0.00249163,0.02949318,0.0,0.0,0.0,0.0
2008,200804,1538321000.0,5011000.0,26.0,0.00325745,0.0383966,0.0,0.0,0.0,0.0
2008,200805,2420043000.0,4074000.0,21.0,0.00168344,0.0200153,0.0,0.0,0.0,0.0
2008,200806,3416869000.0,9438000.0,45.0,0.00276218,0.03264719,0.0,0.0,0.0,0.0
2008,200807,4167286000.0,11263000.0,58.0,0.00270272,0.03195483,0.0,0.0,0.0,0.0
2008,200808,4848462000.0,11403000.0,58.0,0.00235188,0.02786034,0.0,0.0,0.0,0.0
2008,200809,5788518443.51,17372000.0,91.0,0.00300111,0.03542483,0.0,0.0,0.0,0.0
2008,200810,6553488736.94,41238711.51,179.0,0.00629263,0.07295225,301049.88,1.0,4.594e-05,0.00055111
2008,200811,7270754216.41,24591632.95,111.0,0.00338227,0.03984063,779309.34,2.0,0.00010718,0.00128545
2008,200812,8126870612.99,77592902.05,321.0,0.0095477,0.10874333,0.0,0.0,0.0,0.0
2008,200901,8598249520.68,201351328.0,818.0,0.02341771,0.24750066,0.0,0.0,0.0,0.0
2008,200902,9458034744.7,293169546.44,1188.0,0.03099688,0.31466625,0.0,0.0,0.0,0.0
2008,200903,9302269546.2,273116657.47,1108.0,0.02936022,0.30064603,0.0,0.0,0.0,0.0
2008,200904,9029137518.05,290460906.25,1222.0,0.03216929,0.32455063,132461.84,1.0,1.467e-05,0.00017603
2008,200905,8726231849.81,296596741.28,1244.0,0.0339891,0.33963456,185964.69,1.0,2.131e-05,0.0002557
2008,200906,8420265834.03,272541573.14,1201.0,0.03236734,0.32620739,1008021.4,4.0,0.00011971,0.00143562
2008,200907,8136666251.19,190817316.49,820.0,0.02345154,0.24781335,811505.28,4.0,9.973e-05,0.00119616
2008,200908,7933421741.27,116689215.87,529.0,0.01470856,0.1629016,374262.45,2.0,4.718e-05,0.00056596
2008,200909,7805025904.85,107325885.04,515.0,0.01375087,0.15308543,924204.73,6.0,0.00011841,0.00142001
2008,200910,7685151192.15,132868283.08,607.0,0.01728896,0.18883349,2080887.38,11.0,0.00027077,0.00324437
2008,200911,7538523233.24,154544042.41,717.0,0.02050057,0.22007968,2719572.25,11.0,0.00036076,0.0043205
2008,200912,7369711194.99,193699194.87,874.0,0.02628315,0.27357255,2895655.55,13.0,0.00039291,0.00470478
2008,201001,7157520865.24,146650596.08,669.0,0.02048902,0.2199693,2746592.43,13.0,0.00038374,0.00459512
2008,201002,6993240208.28,95434750.46,455.0,0.01364671,0.15201153,2835734.45,15.0,0.0004055,0.00485512
2008,201003,6882506832.51,117479548.52,580.0,0.0170693,0.18665497,4120843.61,20.0,0.00059874,0.00716129
2008,201004,6747612990.98,117167745.77,558.0,0.01736433,0.18957967,5219348.36,23.0,0.00077351,0.00924274
2008,201005,6611464827.64,93575761.84,486.0,0.01415356,0.15722572,5104446.73,23.0,0.00077206,0.00922548
2008,201006,6500306794.34,130413279.91,637.0,0.02006263,0.21588491,3912908.46,20.0,0.00060196,0.00719962
2008,201007,6352401443.36,163658079.52,752.0,0.02576318,0.26890392,5403541.08,28.0,0.00085063,0.01015994
2008,201008,6169707404.08,223480438.03,1093.0,0.03622221,0.35772212,7335321.9,30.0,0.00118893,0.01417418
2008,201009,5925515427.73,234348143.59,1102.0,0.03954899,0.38382707,4257707.09,23.0,0.00071854,0.00858846
2008,201010,5674188115.26,222856918.11,1081.0,0.03927556,0.38171877,4079327.18,18.0,0.00071893,0.00859309
2008,201011,5433492217.12,218039738.28,1057.0,0.04012884,0.38827628,4031951.23,17.0,0.00074206,0.00886841
2008,201012,5198149307.75,189292556.6,938.0,0.03641538,0.35926516,6289436.33,29.0,0.00120994,0.01442302
2008,201101,4986671883.44,134859098.83,678.0,0.02704391,0.28035403,5203719.67,25.0,0.00104353,0.01245069
2008,201102,4835064316.02,107915312.59,528.0,0.02231931,0.23728123,7171180.93,31.0,0.00148316,0.01765347
2008,201103,4707588564.23,84320126.88,443.0,0.01791153,0.19497877,5665057.69,33.0,0.00120339,0.01434547
2008,201104,4606071112.14,58496338.71,317.0,0.01269983,0.14219115,8298923.25,39.0,0.00180174,0.02140786
2008,201105,4526720077.46,63586676.89,343.0,0.01404696,0.15613157,5077706.41,26.0,0.00112172,0.01337789
2008,201106,4449307862.71,72717178.63,391.0,0.01634348,0.17941855,6384850.81,33.0,0.00143502,0.01708499
2008,201107,4356948429.99,74039710.6,397.0,0.01699348,0.18590181,5914203.27,26.0,0.00135742,0.01616796
2008,201108,4266182722.85,87518525.2,454.0,0.02051448,0.22021256,4048242.67,24.0,0.00094891,0.01132773
2008,201109,4165474510.02,90020785.37,492.0,0.02161117,0.23062544,6929601.16,32.0,0.00166358,0.01978132
2008,201110,4058860765.66,105559315.17,543.0,0.02600713,0.27109767,7026161.11,34.0,0.00173107,0.02057617
2008,201111,3934952868.12,112176482.86,591.0,0.02850771,0.29323942,7427514.29,34.0,0.00188757,0.02241721
2008,201112,3807483410.3,91210681.81,492.0,0.02395563,0.25245954,8275417.2,37.0,0.00217346,0.025772
2008,201201,3700285157.84,86473969.3,469.0,0.02336954,0.24705514,5017172.62,26.0,0.00135589,0.01614987
2008,201202,3600342224.32,95701624.12,523.0,0.02658126,0.27623688,7732167.35,39.0,0.00214762,0.0254692
2008,201203,3487673613.67,97312109.91,542.0,0.02790172,0.28793102,7402573.45,38.0,0.0021225,0.02517472
2008,201204,3374975316.26,105891938.09,548.0,0.03137562,0.31787376,6213928.99,40.0,0.00184118,0.02187176
2008,201205,3254464407.81,109481427.21,598.0,0.03364038,0.33676829,8567378.04,42.0,0.0026325,0.03113661
2008,201206,3129515785.51,90079789.75,480.0,0.02878394,0.29564716,8798570.64,43.0,0.00281148,0.03322093
2008,201207,3023744545.45,102278863.8,547.0,0.03382523,0.33828909,9512574.07,47.0,0.00314596,0.03710509
2008,201208,2906403717.91,95173314.59,526.0,0.03274608,0.32936532,6320072.43,35.0,0.00217453,0.02578457
2008,201209,2798496815.32,91333021.17,516.0,0.03263646,0.32845272,6383559.2,34.0,0.00228107,0.02703199
2008,201210,2694888216.95,100954407.06,586.0,0.03746145,0.3675625,6210865.7,33.0,0.00230468,0.02730832
2008,201211,2581538689.41,83282909.54,484.0,0.03226096,0.32531796,6884540.65,36.0,0.00266684,0.03153679
2008,201212,2485938168.88,89225058.48,510.0,0.03589191,0.35507569,4397080.14,24.0,0.00176878,0.0210201
2008,201301,2387330444.91,85642711.57,478.0,0.03587384,0.35493066,5343648.83,26.0,0.00223834,0.02653182
2008,201302,2290980033.46,87176089.61,519.0,0.03805188,0.37220215,7072139.22,35.0,0.00308695,0.03642089
2008,201303,2192004492.04,94895786.38,546.0,0.04329178,0.41203153,6371747.61,34.0,0.00290681,0.03432946
2008,201304,2086015257.66,89175312.78,532.0,0.04274912,0.40801691,4128273.12,25.0,0.00197902,0.02349149
2008,201305,1987990578.13,90158220.22,531.0,0.04535143,0.42704264,6801615.21,35.0,0.00342135,0.04029239
2008,201306,1886643014.53,72261767.07,428.0,0.03830177,0.37415642,2568679.22,15.0,0.00136151,0.0162163
2008,201307,1807525373.76,71040203.29,417.0,0.03930247,0.38192651,4390620.71,22.0,0.00242908,0.02876265
2008,201308,1727788018.62,60523386.41,371.0,0.03502941,0.34811805,4007054.45,20.0,0.00231918,0.02747792
2008,201309,1659975029.96,40026838.06,261.0,0.02411292,0.25390378,3550819.18,20.0,0.00213908,0.02536911
2008,201310,1613239298.44,40265075.87,242.0,0.02495915,0.26163049,2803348.35,18.0,0.00173771,0.02065442
2008,201311,1564050707.58,28088210.37,203.0,0.01795863,0.19544193,3537921.31,20.0,0.00226202,0.02680912
2008,201312,1528938688.82,29611270.17,197.0,0.01936721,0.20918126,3116116.04,14.0,0.00203809,0.02418479
2008,201401,1492056170.5,22448469.84,146.0,0.01504532,0.16632851,3120906.08,19.0,0.00209168,0.02481342
2008,201402,1463081303.16,23218542.56,151.0,0.01586962,0.17466233,1959649.25,12.0,0.0013394,0.01595491
2008,201403,1434545227.04,20367073.88,152.0,0.01419758,0.15767722,4448447.31,25.0,0.00310095,0.03658322
2008,201404,1406474146.21,21689710.53,153.0,0.01542134,0.1701396,5495810.0,30.0,0.00390751,0.04589539
2008,201405,1375482901.22,19405653.44,133.0,0.01410825,0.15676077,3414538.65,22.0,0.00248243,0.02938577
2008,201406,1348729115.3,21603821.97,143.0,0.01601791,0.17615346,3186839.73,19.0,0.00236285,0.02798856
2008,201407,1320696371.98,22606486.2,155.0,0.0171171,0.18712948,3116026.55,19.0,0.00235938,0.02794805
2008,201408,1291788859.15,22521123.39,139.0,0.01743406,0.19026955,2523213.45,15.0,0.00195327,0.02318907
2008,201409,1260816458.02,17232679.3,125.0,0.01366787,0.15222979,3934289.96,20.0,0.00312043,0.03680915
2008,201410,1236906806.19,20240189.87,147.0,0.01636355,0.17961946,2368646.66,17.0,0.00191498,0.02273922
2008,201411,1211054611.53,17337219.03,122.0,0.0143158,0.15888859,2649284.0,12.0,0.00218758,0.02593746
2008,201412,1187898386.83,17650815.6,124.0,0.01485886,0.16443263,2935474.3,15.0,0.00247115,0.02925406
2008,201501,1164566287.93,15836682.74,115.0,0.01359878,0.15151689,1718389.62,11.0,0.00147556,0.01756375
2008,201502,1144510275.23,13557070.19,88.0,0.0118453,0.13323917,2516894.52,15.0,0.0021991,0.02607237
2008,201503,1126144691.1,19581239.39,141.0,0.01738785,0.1898125,1387794.07,7.0,0.00123234,0.01468827
2008,201504,1103074556.85,19097706.44,140.0,0.01731316,0.18907315,2946644.61,13.0,0.0026713,0.03158882
2008,201505,1078114678.21,19082391.03,140.0,0.01769978,0.19289339,2877877.88,16.0,0.00266936,0.03156622
2008,201506,1051382356.45,20578707.28,148.0,0.019573,0.21117049,2058807.11,10.0,0.00195819,0.02324685
2008,201507,1025996239.56,17341238.46,117.0,0.01690185,0.18499077,1219744.4,9.0,0.00118884,0.01417316
2008,201508,1004532392.22,14107244.26,117.0,0.01404359,0.15609694,1265949.71,8.0,0.00126024,0.01501847
2008,201509,986570738.61,13777305.12,117.0,0.01396484,0.15528773,1196551.76,5.0,0.00121284,0.01445738
2008,201510,968146034.62,15897107.5,122.0,0.01642015,0.18018577,1367517.91,11.0,0.00141251,0.01681908
2008,201511,947503270.06,7617308.66,66.0,0.00803935,0.09231879,2084933.41,9.0,0.00220045,0.02608816
2008,201512,935029417.45,18105758.97,120.0,0.01936384,0.20914867,886019.34,4.0,0.00094758,0.01131194
2008,201601,913278793.64,13904585.07,99.0,0.01522491,0.16815068,2119151.76,12.0,0.00232038,0.02749191
2008,201602,894566124.73,13572474.45,97.0,0.01517213,0.16761555,1419886.41,9.0,0.00158723,0.01888142
2008,201603,874770517.55,11650967.59,92.0,0.01331888,0.14862324,2578400.8,10.0,0.00294752,0.0348024
2008,201604,857597902.68,12370755.69,87.0,0.01442489,0.16000496,1694317.96,11.0,0.00197566,0.02345194
2008,201605,839990863.56,13209460.5,93.0,0.01572572,0.17321299,2264640.15,11.0,0.00269603,0.03187691
2008,201606,820486866.53,14211639.6,111.0,0.01732098,0.18915062,2005298.7,9.0,0.00244404,0.02893738
2008,201607,801859261.19,9859906.87,86.0,0.01229631,0.13797445,989350.74,7.0,0.00123382,0.01470579
2008,201608,788834768.99,12154814.77,88.0,0.01540857,0.17001045,1157717.5,8.0,0.00146763,0.01747009
2008,201609,773252256.71,9800336.6,88.0,0.01267418,0.14192362,717433.23,3.0,0.00092781,0.01107711
2008,201610,760748836.68,11041275.89,96.0,0.01451369,0.16091274,230895.06,1.0,0.00030351,0.00363605
2008,201611,747450407.6,11263473.15,89.0,0.01506919,0.16657088,731817.44,7.0,0.00097908,0.01168596
2008,201612,733308921.77,11719402.08,82.0,0.01598153,0.17578792,967180.29,6.0,0.00131893,0.01571281
2008,201701,712946226.93,8206795.53,61.0,0.0115111,0.12971487,491404.12,4.0,0.00068926,0.00823982
2008,201702,702078428.73,8399107.3,73.0,0.0119632,0.13447937,160954.24,3.0,0.00022925,0.00274758
2008,201703,691249932.65,8915234.28,78.0,0.01289727,0.14424734,773947.18,8.0,0.00111963,0.01335318
2008,201704,679346857.87,8213569.84,66.0,0.01209039,0.13581542,827345.41,4.0,0.00121785,0.01451676
2008,201705,668224540.63,9785393.5,70.0,0.01464387,0.16224183,403965.84,4.0,0.00060454,0.00723036
2008,201706,652782828.11,8979208.95,77.0,0.01375528,0.15313086,500320.11,3.0,0.00076644,0.00915863
2008,201707,641019891.82,6887795.2,56.0,0.01074506,0.12158701,426605.38,4.0,0.00066551,0.00795696
2008,201708,632222131.5,8795434.38,77.0,0.01391194,0.1547437,895440.91,6.0,0.00141634,0.01686429
2008,201709,613492759.52,5230976.34,48.0,0.00852655,0.09765405,168236.22,2.0,0.00027423,0.00328576
2008,201710,606689040.03,5258078.26,47.0,0.00866684,0.09918504,689968.6,4.0,0.00113727,0.01356219
2008,201711,594679132.01,6505533.42,51.0,0.01093957,0.12365739,591036.95,3.0,0.00099388,0.01186153
2008,201712,583242241.05,6959725.66,59.0,0.01193282,0.13415994,127284.41,1.0,0.00021824,0.00261569
2008,201801,567246571.96,6774236.93,49.0,0.01194231,0.13425975,443905.08,3.0,0.00078256,0.00935042
2008,201802,558450120.74,3490973.68,36.0,0.00625118,0.07248808,526945.56,4.0,0.00094359,0.01126445
2008,201803,552442788.46,6474510.26,63.0,0.01171978,0.13191707,673527.02,6.0,0.00121918,0.01453245
2008,201804,537505887.08,5296761.75,59.0,0.00985433,0.1120488,406189.52,3.0,0.00075569,0.00903072
2008,201805,530195528.38,3850411.39,50.0,0.00726225,0.08374902,798145.95,5.0,0.00150538,0.01791575
2008,201806,523298147.89,4244856.48,44.0,0.00811174,0.09311333,130050.61,1.0,0.00024852,0.00297818
2008,201807,511308896.34,3360821.54,40.0,0.00657298,0.07608582,93701.44,1.0,0.00018326,0.00219688
2008,201808,506236378.63,4784676.53,46.0,0.00945147,0.10770367,163991.41,2.0,0.00032394,0.00388039
2008,201809,493182562.92,3881173.95,32.0,0.00786965,0.09045367,439666.0,3.0,0.00089149,0.01064555
2008,201810,487634706.84,3994414.81,38.0,0.00819141,0.09398707,492199.95,3.0,0.00100936,0.01204533
2008,201811,481479170.64,2922843.82,34.0,0.00607055,0.07046296,170042.43,2.0,0.00035317,0.00422978
2008,201812,467019197.8,2283323.66,28.0,0.00488914,0.0571175,239108.36,2.0,0.00051199,0.00612659
2008,201901,462205411.8,2655943.64,31.0,0.00574624,0.06681683,189479.44,2.0,0.00040995,0.00490828
2008,201902,457911447.32,1712435.03,22.0,0.00373966,0.04396436,872491.41,6.0,0.00190537,0.02262636
2008,201903,453609627.84,4346226.65,36.0,0.00958143,0.10910746,186212.04,3.0,0.00041051,0.00491503
2008,201904,441617433.4,3672714.93,51.0,0.00831651,0.09535746,671365.73,4.0,0.00152024,0.01809115
2008,201905,435780815.95,4107610.44,44.0,0.00942586,0.10742686,204754.57,2.0,0.00046986,0.00562373
2008,201906,419904294.85,4559600.29,44.0,0.01085867,0.1227968,524681.09,2.0,0.00124953,0.01489169
2008,201907,413417251.28,4661870.62,42.0,0.01127643,0.12723233,135622.24,2.0,0.00032805,0.00392953
2008,201908,406323708.41,3159436.19,42.0,0.00777566,0.08941917,1000345.68,4.0,0.00246194,0.02914654
2008,201909,393081578.1,4124853.44,34.0,0.01049363,0.11890422,628190.82,3.0,0.00159812,0.01900975
2008,201910,383630287.79,3192129.52,36.0,0.00832085,0.09540497,318738.53,3.0,0.00083085,0.00992474
2008,201911,378674923.79,3269042.57,30.0,0.00863285,0.09881427,326583.77,2.0,0.00086244,0.01030031
2008,201912,365219772.16,3349778.86,33.0,0.00917195,0.10467751,608525.27,4.0,0.00166619,0.01981206
2008,202001,359656423.59,4812931.6,46.0,0.01338203,0.1492768,55319.1,1.0,0.00015381,0.00184417
2008,202002,352500681.96,2518961.8,30.0,0.00714598,0.08246044,653695.36,3.0,0.00185445,0.02202784
2008,202003,347958333.8,3219741.48,34.0,0.00925324,0.10555851,24823.47,1.0,7.134e-05,0.00085575
2008,202004,338843371.7,2946007.1,34.0,0.0086943,0.09948444,231272.2,1.0,0.00068253,0.00815973
