face,coupon,yield_assumption,term_years,cpr_assumption,price,price_pct_of_par,macaulay_duration_years,modified_duration_years,convexity
100000000.0,0.055,0.06,5,0.08,98985965.00163475,98.98596500163475,2.0434134789208285,2.0332472427072923,6.201622753999201
