loan_sequence_number,vintage_year,ead,pd_12m,lgd,expected_loss_12m
F22Q20052505,2022,322693.0,0.0001222390737981,0.4510108180396898,17.790434467026994
F22Q20052515,2022,398751.0,6.838547447574089e-05,0.4510108180396898,12.298513120741603
F22Q20052563,2022,401796.0,6.835376199805127e-05,0.4510108180396898,12.386682047794784
F22Q20052623,2022,486134.0,2.5588968915297627e-05,0.4510108180396898,5.610424757235999
F22Q20052696,2022,205772.0,1.5319089456152308e-05,0.4510108180396898,1.421694194736611
F22Q20052762,2022,567484.0,2.5342300142531413e-05,0.4510108180396898,6.486144362205532
F22Q20052799,2022,579267.0,6.448700542010999e-05,0.4510108180396898,16.84759668005271
F22Q20052811,2022,317673.0,1.0001715510724593e-05,0.4510108180396898,1.4329853840054707
F22Q20052833,2022,319400.0,8.301726583153385e-06,0.4510108180396898,1.1958874180727053
F22Q20052844,2022,244715.0,2.3353646733158297e-05,0.4510108180396898,2.5775212597608155
F22Q20052903,2022,393822.0,3.639417621303155e-05,0.4510108180396898,6.4642601494146135
F22Q20052949,2022,299020.0,4.022463989125838e-05,0.4510108180396898,5.424745410024659
F22Q20052960,2022,370326.0,1.9879819443302338e-05,0.4510108180396898,3.320347963397145
F22Q20052972,2022,243529.0,1.1276249764090112e-05,0.4510108180396898,1.2385180241404263
F22Q20053057,2022,261749.0,5.6357273234154306e-05,0.4510108180396898,6.653068002085569
F22Q20053091,2022,549899.0,4.434334460354928e-05,0.4510108180396898,10.997610536203892
F22Q20053217,2022,133181.0,7.384351136862348e-05,0.4510108180396898,4.43548965268198
F22Q20053223,2022,213002.0,6.754495903121279e-05,0.4510108180396898,6.488787966391997
F22Q20053240,2022,365306.0,8.516672538114664e-06,0.4510108180396898,1.403181058766016
F22Q20053242,2022,65888.1,9.261548963488675e-06,0.4510108180396898,0.2752184662294378
F22Q20053253,2022,116716.0,7.427642909832528e-05,0.4510108180396898,3.9099244963523843
F22Q20053263,2022,636401.0,1.0644619494192674e-05,0.4510108180396898,3.055258451383799
F22Q20053296,2022,483803.0,1.427106207983608e-05,0.4510108180396898,3.1139512658678448
F22Q20053341,2022,292057.0,1.1590776362209717e-05,0.4510108180396898,1.5267471056550523
F22Q20053367,2022,158656.0,3.8884923377299816e-05,0.4510108180396898,2.782432947928235
F22Q20053377,2022,221185.0,1.8559228001078907e-05,0.4510108180396898,1.851409711583875
F22Q20053472,2022,398161.0,0.000133944665172,0.4510108180396898,24.053102307862687
F22Q20053497,2022,622797.0,4.91288537774788e-05,0.4510108180396898,13.799714541305168
F22Q20053509,2022,281631.0,1.4942282535077748e-05,0.4510108180396898,1.89794822224156
F22Q20053528,2022,252080.0,1.7049198930533442e-05,0.4510108180396898,1.938337185311012
F22Q20053623,2022,200054.0,3.707060806815438e-05,0.4510108180396898,3.3447518932539886
F22Q20053632,2022,207304.0,1.6736006550182963e-05,0.4510108180396898,1.5647554694990287
F22Q20053638,2022,331034.0,1.3163822175980964e-05,0.4510108180396898,1.9653575337781948
F22Q20053668,2022,464898.0,5.911060508736683e-06,0.4510108180396898,1.2393958623922339
F22Q20053693,2022,378120.0,4.663704624447793e-05,0.4510108180396898,7.953305136247163
F22Q20053700,2022,409139.0,1.097572376645634e-05,0.4510108180396898,2.0253076668367136
F22Q20053702,2022,196982.0,9.47932059786262e-06,0.4510108180396898,0.8421524440781213
F22Q20053717,2022,102030.0,1.5821192569975594e-05,0.4510108180396898,0.7280380242116121
F22Q20053732,2022,243992.0,3.039807260029909e-05,0.4510108180396898,3.3450960611542264
F22Q20053758,2022,490620.0,1.1740541034804791e-05,0.4510108180396898,2.5978873668346973
F22Q20053767,2022,267628.0,8.956957872588287e-06,0.4510108180396898,1.0811327896847243
F22Q20053782,2022,310835.0,9.129706114461596e-05,0.4510108180396898,12.798930220213638
F22Q20053789,2022,275068.0,1.5943741037479148e-05,0.4510108180396898,1.9779588885585508
F22Q20053793,2022,128689.0,2.884462909018939e-06,0.4510108180396898,0.16741460557343021
F22Q20053908,2022,172438.0,3.479842576952618e-05,0.4510108180396898,2.7063224096379663
F22Q20053946,2022,561301.0,8.703724569634329e-05,0.4510108180396898,22.033724469535624
F22Q20054075,2022,469934.0,8.305954065855741e-05,0.4510108180396898,17.604080738264944
F22Q20054089,2022,620605.0,0.0001566687638757,0.4510108180396898,43.851519442195695
F22Q20054134,2022,75638.9,4.150384086275599e-06,0.4510108180396898,0.14158604568785624
F22Q20054141,2022,307389.0,3.099685198418275e-05,0.4510108180396898,4.297272267159469
F22Q20054174,2022,334450.0,1.2626125039056128e-05,0.4510108180396898,1.9045318737092034
F22Q20054205,2022,173341.0,6.906631083196428e-06,0.4510108180396898,0.5399512060875663
F22Q20054249,2022,488414.0,1.0199146824988989e-05,0.4510108180396898,2.24666803896733
F22Q20054256,2022,245779.0,2.416090994465399e-05,0.4510108180396898,2.6782124128268543
F22Q20054401,2022,209113.0,1.3166056179079649e-05,0.4510108180396898,1.2417200552615422
F22Q20054498,2022,500419.0,3.092357338764984e-05,0.4510108180396898,6.979276802045754
F22Q20054505,2022,319019.0,1.8647220629452943e-05,0.4510108180396898,2.682981127318087
F22Q20054510,2022,226636.0,0.0001160557592482,0.4510108180396898,11.862672827440093
F22Q20054550,2022,218514.0,8.887798744674543e-05,0.4510108180396898,8.759119229634566
F22Q20054675,2022,137931.0,5.175145699639813e-05,0.4510108180396898,3.2193739475275325
F22Q20054706,2022,71236.5,1.0849591412097987e-05,0.4510108180396898,0.34858036142255255
F22Q20054801,2022,326559.0,2.183405771984981e-05,0.4510108180396898,3.2157558665682626
F22Q20054816,2022,255184.0,6.998436413836398e-05,0.4510108180396898,8.054552578386808
F22Q20054860,2022,398610.0,2.7108371367882537e-05,0.4510108180396898,4.873473123983533
F22Q20054888,2022,342711.0,4.4298861933257185e-05,0.4510108180396898,6.847114215987662
F22Q20054906,2022,513393.0,4.3355530107208e-05,0.4510108180396898,10.038790768949069
F22Q20054917,2022,207154.0,3.1810710650795984e-05,0.4510108180396898,2.9720331831326376
F22Q20054925,2022,203895.0,1.2465974673575697e-05,0.4510108180396898,1.1463567043883565
F22Q20054976,2022,204397.0,2.1942303936376685e-05,0.4510108180396898,2.0227569533260983
F22Q20054994,2022,201218.0,0.0001019387152894,0.4510108180396898,9.251090788905277
F22Q20055037,2022,226071.0,7.595693744808094e-06,0.4510108180396898,0.774460478713526
F22Q20055054,2022,311417.0,4.261183392858012e-06,0.4510108180396898,0.5984935874350052
F22Q20055100,2022,412279.0,1.5672594394406055e-05,0.4510108180396898,2.914198077057233
F22Q20055110,2022,597059.0,2.856976479712705e-05,0.4510108180396898,7.693268207541769
F22Q20055164,2022,443349.0,4.2110802013436296e-05,0.4510108180396898,8.420273635238853
F22Q20055175,2022,444892.0,1.0510848417830988e-05,0.4510108180396898,2.109013348046557
F22Q20055178,2022,164046.0,1.4120998488078311e-05,0.4510108180396898,1.0447635463235128
F22Q20055199,2022,294998.0,1.3079247720355996e-05,0.4510108180396898,1.7401584552775167
F22Q20055243,2022,170012.0,2.5869829648736e-05,0.4510108180396898,1.9836274263884424
F22Q20055257,2022,262163.0,4.438951165771401e-05,0.4510108180396898,5.248542575307837
F22Q20055318,2022,319791.0,2.20581195159724e-05,0.4510108180396898,3.1814249425808976
F22Q20055380,2022,135622.0,2.9611591566588957e-06,0.4510108180396898,0.18112519004876354
F22Q20055427,2022,139858.0,3.588028393777719e-06,0.4510108180396898,0.22632375691763937
F22Q20055500,2022,235921.0,7.286913279437319e-05,0.4510108180396898,7.753488740570074
F22Q20055523,2022,146692.0,3.0236724402917804e-07,0.4510108180396898,0.02000451978085887
F22Q20055563,2022,153432.0,7.137684829994119e-05,0.4510108180396898,4.939241631030299
F22Q20055596,2022,367123.0,1.8206484112084216e-05,0.4510108180396898,3.0145649070565432
F22Q20055611,2022,223256.0,2.7573932304718823e-05,0.4510108180396898,2.776443265958788
F22Q20055643,2022,271547.0,1.1594720242144675e-05,0.4510108180396898,1.4200127461370855
F22Q20055648,2022,526654.0,1.4090385248585815e-05,0.4510108180396898,3.346842024523527
F22Q20055660,2022,157415.0,1.5807796399646916e-05,0.4510108180396898,1.1222882253227382
F22Q20055681,2022,313818.0,1.5135724757816548e-05,0.4510108180396898,2.1422395394989326
F22Q20055685,2022,90098.8,4.324881521804904e-05,0.4510108180396898,1.7574386792994086
F22Q20055692,2022,257989.0,4.338293707941696e-05,0.4510108180396898,5.047857648903923
F22Q20055715,2022,628710.0,2.8949813036746984e-05,0.4510108180396898,8.208864565944438
F22Q20055716,2022,86701.7,3.405671950083744e-05,0.4510108180396898,1.3317336834350435
F22Q20055732,2022,203421.0,1.4064419648599209e-05,0.4510108180396898,1.2903411879045652
F22Q20055769,2022,381741.0,0.000115155041997,0.4510108180396898,19.826165354570062
F22Q20055840,2022,378813.0,0.0002125806983035,0.4510108180396898,36.31914892065858
F22Q20055858,2022,70100.6,1.1902597964022528e-05,0.4510108180396898,0.37631407208331613
F22Q20055895,2022,466752.0,7.625616083040548e-05,0.4510108180396898,16.052699769950763
F22Q20055911,2022,527501.0,7.117613109896958e-05,0.4510108180396898,16.933417797704127
F22Q20055991,2022,95536.4,3.558973569275334e-05,0.4510108180396898,1.5334887490732136
F22Q20056032,2022,135352.0,1.5395663556252355e-05,0.4510108180396898,0.9398316110006426
F22Q20056111,2022,355272.0,2.538091483860352e-05,0.4510108180396898,4.066822445472363
F22Q20056154,2022,296362.0,2.579882658042533e-05,0.4510108180396898,3.448334833685251
F22Q20056186,2022,42455.6,7.82625885036039e-06,0.4510108180396898,0.1498566948705452
F22Q20056193,2022,636329.0,1.4223166972672845e-05,0.4510108180396898,4.081924650963147
F22Q20056207,2022,309686.0,6.329769296604012e-06,0.4510108180396898,0.8840898673732673
F22Q20056229,2022,56843.4,8.102139886622247e-06,0.4510108180396898,0.20771446575504512
F22Q20056250,2022,485600.0,2.380776697732617e-06,0.4510108180396898,0.5214159359445046
F22Q20056314,2022,539256.0,0.0001392800980479,0.4510108180396898,33.87435299467287
F22Q20056339,2022,273974.0,3.22070837913741e-05,0.4510108180396898,3.9796759695098145
F22Q20056394,2022,398601.0,1.8517872015828696e-05,0.4510108180396898,3.329020129397179
F22Q20056432,2022,299122.0,3.307126483869618e-05,0.4510108180396898,4.461553655125209
F22Q20056487,2022,201777.0,1.858010751407437e-05,0.4510108180396898,1.6908568548399008
F22Q20056501,2022,245011.0,1.765955997490289e-05,0.4510108180396898,1.951427495851465
F22Q20056565,2022,199579.0,6.19250407193169e-06,0.4510108180396898,0.5574014602954548
F22Q20056663,2022,546981.0,4.2833134150835515e-05,0.4510108180396898,10.56669211336636
F22Q20056785,2022,439742.0,1.5490591730292186e-05,0.4510108180396898,3.072224259699455
F22Q20056788,2022,74773.8,6.803063276047592e-05,0.4510108180396898,2.2942509568679594
F22Q20056799,2022,573981.0,2.969154093834403e-05,0.4510108180396898,7.686297907205708
F22Q20056873,2022,397148.0,1.8204425827932608e-05,0.4510108180396898,3.2607411530474217
F22Q20056893,2022,485047.0,5.1123654169146585e-05,0.4510108180396898,11.183884421773561
F22Q20056911,2022,137791.0,1.4123699640279478e-05,0.4510108180396898,0.8777205855966277
F22Q20056956,2022,140917.0,1.175463232175233e-05,0.4510108180396898,0.7470667321195381
F22Q20056970,2022,186866.0,8.770257503527931e-06,0.4510108180396898,0.7391449146173833
F22Q20057046,2022,205672.0,6.988674002887653e-05,0.4510108180396898,6.482714759194152
F22Q20057115,2022,255988.0,9.511495143240071e-06,0.4510108180396898,1.0981340471188457
F22Q20057123,2022,197469.0,9.160337315693991e-06,0.4510108180396898,0.8158256434404376
F22Q20057196,2022,258606.0,6.144533187123609e-05,0.4510108180396898,7.166621203818866
F22Q20057284,2022,482164.0,2.4143709718940022e-05,0.4510108180396898,5.250319606731059
F22Q20057287,2022,240467.0,2.571105398637437e-05,0.4510108180396898,2.7884465528040834
F22Q20057302,2022,310917.0,1.4776065550276143e-05,0.4510108180396898,2.072002317165923
F22Q20057307,2022,154514.0,1.9206451151988583e-05,0.4510108180396898,1.3384492869017366
F22Q20057325,2022,314186.0,1.2500765984274136e-05,0.4510108180396898,1.7713746019135652
F22Q20057393,2022,512253.0,5.1449138362262445e-06,0.4510108180396898,1.188637904771199
F22Q20057399,2022,465490.0,6.624021211967416e-06,0.4510108180396898,1.3906538074280876
F22Q20057506,2022,77473.1,9.17320025205565e-06,0.4510108180396898,0.32052268158582936
F22Q20057527,2022,210253.0,2.5138026967532773e-05,0.4510108180396898,2.3837480354644076
F22Q20057607,2022,567502.0,6.1032309094189975e-05,0.4510108180396898,15.621191514645187
F22Q20057667,2022,162218.0,1.9076234294765323e-05,0.4510108180396898,1.3956568437641197
F22Q20057682,2022,118018.0,6.4104826647700365e-06,0.4510108180396898,0.34121329116527976
F22Q20057685,2022,188003.0,3.562920701412785e-05,0.4510108180396898,3.0210498741642886
F22Q20057736,2022,191991.0,2.3355968646176503e-05,0.4510108180396898,2.022393744691784
F22Q20057763,2022,289853.0,5.8523864617843686e-05,0.4510108180396898,7.650639806559692
F22Q20057767,2022,134754.0,1.998411742842063e-06,0.4510108180396898,0.12145449640663818
F22Q20057784,2022,404179.0,7.125527548653618e-05,0.4510108180396898,12.9890601401933
F22Q20057826,2022,562078.0,4.263523648254595e-05,0.4510108180396898,10.808171378744374
F22Q20057887,2022,562779.0,6.569528119230483e-05,0.4510108180396898,16.674737982758295
F22Q20057890,2022,175848.0,1.2567196735692231e-05,0.4510108180396898,0.996696208585133
F22Q20057923,2022,181786.0,2.0827051387200873e-05,0.4510108180396898,1.707556887742826
F22Q20057959,2022,589885.0,3.681918135007425e-05,0.4510108180396898,9.795541296500192
F22Q20057977,2022,103649.0,7.660714468491424e-05,0.4510108180396898,3.5811404246727148
F22Q20058016,2022,223580.0,2.210176494620163e-05,0.4510108180396898,2.2286756430884704
F22Q20058026,2022,320720.0,0.0001548087258645,0.4510108180396898,22.39280192465179
F22Q20058057,2022,424876.0,3.7699394402393665e-05,0.4510108180396898,7.22409639983148
F22Q20058105,2022,228703.0,6.54557952237235e-05,0.4510108180396898,6.751603412877861
F22Q20058114,2022,177617.0,2.3344191302485648e-05,0.4510108180396898,1.8700375322955585
F22Q20058127,2022,867771.0,0.0003483156418754,0.4510108180396898,136.32172384384518
F22Q20058226,2022,261889.0,7.801737033960452e-05,0.4510108180396898,9.215003919500644
F22Q20058250,2022,635536.0,0.0001166888627147,0.4510108180396898,33.44695011299846
F22Q20058356,2022,635499.0,0.0001453313210396,0.4510108180396898,41.65441617592176
F22Q20058366,2022,365753.0,2.3844056186795096e-05,0.4510108180396898,3.933281166706137
F22Q20058393,2022,138568.0,5.926513757782632e-05,0.4510108180396898,3.703814304795368
F22Q20058424,2022,643063.0,6.9780205256232856e-06,0.4510108180396898,2.023823916647474
F22Q20058433,2022,76993.1,1.1673491203307384e-05,0.4510108180396898,0.4053587252990373
F22Q20058457,2022,382347.0,3.384656030559852e-05,0.4510108180396898,5.836589985383821
F22Q20058460,2022,266478.0,3.3171541258839104e-05,0.4510108180396898,3.986703799089468
F22Q20058515,2022,442811.0,5.306892325615467e-05,0.4510108180396898,10.598530060723363
F22Q20058519,2022,637213.0,3.966369308787736e-05,0.4510108180396898,11.398947027010555
F22Q20058539,2022,239889.0,2.4448092009827197e-05,0.4510108180396898,2.6451010291553927
F22Q20058579,2022,395330.0,3.783718909380106e-05,0.4510108180396898,6.7462991781092905
F22Q20058643,2022,465237.0,6.477481091830649e-05,0.4510108180396898,13.591499065482882
F22Q20058707,2022,620165.0,4.868633302238963e-05,0.4510108180396898,13.617622068319863
F22Q20058780,2022,277448.0,1.7055818150183234e-05,0.4510108180396898,2.134229480067661
F22Q20058790,2022,344602.0,4.332191324103863e-05,0.4510108180396898,6.733058394501534
F22Q20058828,2022,210067.0,7.197229184878627e-06,0.4510108180396898,0.6818834105720537
F22Q20058833,2022,231195.0,1.3805125991207715e-05,0.4510108180396898,1.4394804503740728
F22Q20058839,2022,467670.0,0.0001252935756875,0.4510108180396898,26.427450884696835
F22Q20059022,2022,249702.0,4.717925580902039e-06,0.4510108180396898,0.5313247739514952
F22Q20059055,2022,297291.0,3.321788891447448e-05,0.4510108180396898,4.453902947632582
F22Q20059076,2022,319579.0,1.7203811522594283e-06,0.4510108180396898,0.24796470513753296
F22Q20059137,2022,166140.0,3.731329331577316e-06,0.4510108180396898,0.2795920042240783
F22Q20059149,2022,589249.0,1.0173826083493723e-05,0.4510108180396898,2.7037723507369154
F22Q20059156,2022,114017.0,9.08331520163271e-06,0.4510108180396898,0.467090413282615
F22Q20059166,2022,360446.0,5.1508036185149294e-05,0.4510108180396898,8.37340623673839
F22Q20059263,2022,560433.0,5.2179198799334026e-05,0.4510108180396898,13.18888451057773
F22Q20059307,2022,338697.0,2.171449566243056e-05,0.4510108180396898,3.317019739085917
F22Q20059317,2022,350493.0,7.455439088533628e-05,0.4510108180396898,11.78526993212928
F22Q20059352,2022,284884.0,5.857247310586759e-06,0.4510108180396898,0.7525729066869076
F22Q20059377,2022,397896.0,4.145988462914091e-05,0.4510108180396898,7.44020019892899
F22Q20059401,2022,452817.0,0.0001196267921977,0.4510108180396898,24.430825371206776
F22Q20059403,2022,94451.3,7.754053929863462e-05,0.4510108180396898,3.303115166705516
F22Q20059492,2022,142190.0,8.147788698026812e-05,0.4510108180396898,5.22511400880172
F22Q20059494,2022,201543.0,5.306509506506787e-06,0.4510108180396898,0.48235149009051986
F22Q20059582,2022,226451.0,3.8486662319084455e-05,0.4510108180396898,3.930714052065677
F22Q20059592,2022,172050.0,3.1340371844376155e-06,0.4510108180396898,0.2431900382167586
F22Q20059710,2022,773732.0,6.012134212220195e-05,0.4510108180396898,20.98003386506055
F22Q20059731,2022,550993.0,6.291666867084098e-05,0.4510108180396898,15.63503147858059
F22Q20059869,2022,325021.0,6.815779226260631e-05,0.4510108180396898,9.991113572279154
F22Q20059882,2022,341272.0,7.689635821381243e-05,0.4510108180396898,11.835684749321898
F22Q20059918,2022,613799.0,6.941688125476209e-05,0.4510108180396898,19.2166744812467
F22Q20059994,2022,369416.0,8.653511825347052e-06,0.4510108180396898,1.4417669042591807
F22Q20060128,2022,183699.0,8.461567424964712e-06,0.4510108180396898,0.7010428603142483
F22Q20060179,2022,223575.0,3.89554246532936e-05,0.4510108180396898,3.9280602584277737
F22Q20060235,2022,97523.4,1.2992368319404344e-05,0.4510108180396898,0.5714577366894693
F22Q20060240,2022,463312.0,9.460237320383364e-05,0.4510108180396898,19.767991204116584
F22Q20060251,2022,331485.0,4.324674745764177e-05,0.4510108180396898,6.4655323681392876
F22Q20060302,2022,141699.0,3.2551639249576064e-05,0.4510108180396898,2.080303061825361
F22Q20060319,2022,290941.0,2.874014602998897e-05,0.4510108180396898,3.7712112156360287
F22Q20060364,2022,358251.0,3.66555038335231e-06,0.4510108180396898,0.592261583874307
F22Q20060370,2022,287101.0,4.0002091716752846e-05,0.4510108180396898,5.179697122118247
F22Q20060382,2022,208121.0,1.100101581613804e-05,0.4510108180396898,1.0326083964750714
F22Q20060406,2022,281396.0,9.427661069498572e-06,0.4510108180396898,1.1964893567986297
F22Q20060437,2022,568512.0,8.55365574693592e-05,0.4510108180396898,21.932006337054386
F22Q20060464,2022,519593.0,2.63298704185905e-05,0.4510108180396898,6.170196178157795
F22Q20060490,2022,173069.0,3.671427164122604e-06,0.4510108180396898,0.28657688666132264
F22Q20060529,2022,332046.0,6.440337675354427e-05,0.4510108180396898,9.644813863035772
F22Q20060537,2022,373308.0,9.333269638999236e-06,0.4510108180396898,1.5714047763435868
F22Q20060571,2022,208260.0,1.2794316378793892e-05,0.4510108180396898,1.2017383175467817
F22Q20060593,2022,203750.0,4.3476161640575235e-05,0.4510108180396898,3.995174667448605
F22Q20060645,2022,388029.0,5.121060867886163e-05,0.4510108180396898,8.962126742491627
F22Q20060677,2022,173683.0,2.2183947694567814e-05,0.4510108180396898,1.7377332205654759
F22Q20060683,2022,299732.0,8.025870519684157e-05,0.4510108180396898,10.849562343821598
F22Q20060845,2022,248111.0,3.668377977892215e-05,0.4510108180396898,4.104942289415602
F22Q20060868,2022,136468.0,2.1645730610363597e-05,0.4510108180396898,1.332263209729365
F22Q20060873,2022,118848.0,2.607910352200413e-05,0.4510108180396898,1.3978851621832933
F22Q20060880,2022,121325.0,1.183401414112269e-05,0.4510108180396898,0.6475440884457074
F22Q20060911,2022,424226.0,3.592885111703452e-05,0.4510108180396898,6.8742855981330395
F22Q20060932,2022,152902.0,7.925253317992774e-06,0.4510108180396898,0.5465290835160643
F22Q20060943,2022,711329.0,0.0005240343852356,0.4510108180396898,168.11917824380612
F22Q20060973,2022,314148.0,6.883928392241093e-05,0.4510108180396898,9.753435185845245
F22Q20061019,2022,281669.0,1.6982339325470867e-05,0.4510108180396898,2.157364486490399
F22Q20061063,2022,325405.0,2.9280594704992057e-05,0.4510108180396898,4.297254490753888
F22Q20061079,2022,330167.0,8.243761837395153e-05,0.4510108180396898,12.275694144062195
F22Q20061101,2022,53641.6,1.5225563555421764e-05,0.4510108180396898,0.36835117444475735
F22Q20061176,2022,344228.0,7.988391785407238e-06,0.4510108180396898,1.2402022332555538
F22Q20061260,2022,201508.0,2.26830894834478e-05,0.4510108180396898,2.0614910693848
F22Q20061339,2022,454302.0,6.276949573236385e-06,0.4510108180396898,1.286116315058797
F22Q20061359,2022,330910.0,3.4858016895279343e-06,0.4510108180396898,0.5202349517880632
F22Q20061408,2022,268018.0,3.080633670918341e-05,0.4510108180396898,3.723839712004163
F22Q20061444,2022,272623.0,1.8071667382972975e-05,0.4510108180396898,2.2220185296042487
F22Q20061472,2022,180634.0,6.917866713435666e-06,0.4510108180396898,0.563583991340886
F22Q20061523,2022,377874.0,4.7878828245780944e-05,0.4510108180396898,8.159761841142302
F22Q20061565,2022,434384.0,9.71037084000771e-05,0.4510108180396898,19.02377037674624
F22Q20061594,2022,318265.0,1.3361260374999052e-05,0.4510108180396898,1.9178881143602566
F22Q20061619,2022,458476.0,5.460925443268195e-05,0.4510108180396898,11.29197252502219
F22Q20061633,2022,292573.0,1.036752695154396e-05,0.4510108180396898,1.3680323806305659
F22Q20061706,2022,216446.0,1.805248540293232e-05,0.4510108180396898,1.7622743735221444
F22Q20061713,2022,603717.0,2.6258682741935077e-06,0.4510108180396898,0.7149790235541738
F22Q20061728,2022,192855.0,1.793256026491622e-05,0.4510108180396898,1.5597685562949783
F22Q20061746,2022,272742.0,1.2152944405155534e-05,0.4510108180396898,1.4949287393638768
F22Q20061780,2022,153980.0,5.600654316646285e-06,0.4510108180396898,0.3889466563621586
F22Q20061802,2022,234901.0,7.786775815425123e-05,0.4510108180396898,8.249535505526307
F22Q20061808,2022,104566.0,4.1699620746044175e-06,0.4510108180396898,0.1966570677436867
F22Q20061888,2022,235538.0,6.027331470688358e-05,0.4510108180396898,6.40284543573097
F22Q20061909,2022,83294.6,3.144757008233383e-05,0.4510108180396898,1.181383496623284
F22Q20061947,2022,76431.8,3.353703169254008e-05,0.4510108180396898,1.1560740900465736
F22Q20061965,2022,92326.4,8.00852454243629e-06,0.4510108180396898,0.3334766052214805
F22Q20062001,2022,141959.0,0.0005774101276196,0.4510108180396898,36.96870924152659
F22Q20062060,2022,325792.0,5.268014493458485e-06,0.4510108180396898,0.7740594837640898
F22Q20062066,2022,87145.3,0.0001161166645399,0.4510108180396898,4.5637881943912815
F22Q20062117,2022,663183.0,3.637299202829243e-05,0.4510108180396898,10.87926038971907
F22Q20062121,2022,365999.0,4.125093091663239e-05,0.4510108180396898,6.809270887108834
F22Q20062175,2022,378081.0,3.0151529946546695e-05,0.4510108180396898,5.1413973103977
F22Q20062230,2022,438423.0,0.0001280415493909,0.4510108180396898,25.31810573945433
F22Q20062272,2022,307877.0,5.607673656233213e-05,0.4510108180396898,7.786583348207781
F22Q20062284,2022,367510.0,2.072423592674706e-05,0.4510108180396898,3.4350625335203584
F22Q20062387,2022,176163.0,3.54109026619685e-06,0.4510108180396898,0.28134464552981575
F22Q20062395,2022,399624.0,6.37185699054507e-05,0.4510108180396898,11.484300335559738
F22Q20062421,2022,345548.0,5.739718383384092e-05,0.4510108180396898,8.945114977212967
F22Q20062456,2022,446037.0,1.9251168319197616e-05,0.4510108180396898,3.8727096386013993
F22Q20062559,2022,218555.0,4.9803560284528585e-06,0.4510108180396898,0.4909170272594899
F22Q20062564,2022,189013.0,4.5632729879150506e-05,0.4510108180396898,3.8900491143948126
F22Q20062570,2022,120563.0,7.476824514588609e-06,0.4510108180396898,0.40655395736065153
F22Q20062657,2022,90514.6,1.3278994899731447e-05,0.4510108180396898,0.5420892558659298
F22Q20062679,2022,172359.0,2.610940412187147e-05,0.4510108180396898,2.0296347272963056
F22Q20062682,2022,245107.0,8.302398977079789e-06,0.4510108180396898,0.9177962382921515
F22Q20062690,2022,468371.0,5.530374866953498e-06,0.4510108180396898,1.1682385318847048
F22Q20062694,2022,227969.0,4.2114207483568965e-05,0.4510108180396898,4.3300347895045315
F22Q20062752,2022,365415.0,3.0001236415284897e-05,0.4510108180396898,4.944387311022629
F22Q20062816,2022,139513.0,1.9220306421872992e-05,0.4510108180396898,1.2093776654207804
F22Q20062901,2022,354033.0,2.055274304148568e-05,0.4510108180396898,3.2817122398553185
F22Q20062903,2022,229157.0,3.936101988005284e-05,0.4510108180396898,4.068051385056892
F22Q20062932,2022,584204.0,1.803798056915608e-05,0.4510108180396898,4.752689039582947
F22Q20062989,2022,184394.0,4.869088833845975e-07,0.4510108180396898,0.040493138842798176
F22Q20062991,2022,597274.0,9.726639361808912e-05,0.4510108180396898,26.201332750454956
F22Q20063019,2022,236379.0,3.446689020249006e-05,0.4510108180396898,3.674497453931122
F22Q20063029,2022,236128.0,2.218057140790667e-05,0.4510108180396898,2.362148397383061
F22Q20063313,2022,374857.0,0.0001176435859171,0.4510108180396898,19.889361350818888
F22Q20063326,2022,164993.0,1.508173390054306e-05,0.4510108180396898,1.122286534574232
F22Q20063358,2022,369460.0,7.495654123641752e-05,0.4510108180396898,12.49004270884164
F22Q20063434,2022,167349.0,1.0596351961757145e-05,0.4510108180396898,0.7997724794158413
F22Q20063510,2022,153879.0,4.009921658670326e-05,0.4510108180396898,2.7829294863925016
F22Q20063556,2022,285178.0,4.695666752932523e-05,0.4510108180396898,6.03948971269953
F22Q20063571,2022,163405.0,8.287017893973376e-06,0.4510108180396898,0.6107318608350737
F22Q20063584,2022,177096.0,1.819147407591944e-05,0.4510108180396898,1.4529932709201134
F22Q20063641,2022,126067.0,8.014202877001975e-05,0.4510108180396898,4.556681876091778
F22Q20063644,2022,121955.0,9.230658062704748e-06,0.4510108180396898,0.5077141098574497
F22Q20063665,2022,321216.0,3.054986988578894e-05,0.4510108180396898,4.425817417941407
F22Q20063721,2022,551853.0,7.965395977198884e-05,0.4510108180396898,19.82520730614875
F22Q20063797,2022,412628.0,6.774711867005195e-05,0.4510108180396898,12.607717906601613
F22Q20063829,2022,152640.0,2.366098575599779e-05,0.4510108180396898,1.6288764730450982
F22Q20063892,2022,442293.0,3.888905502027951e-05,0.4510108180396898,7.757546996392774
F22Q20063901,2022,432792.0,6.130536941115702e-06,0.4510108180396898,1.1966432549975976
F22Q20063904,2022,174123.0,5.358122246386087e-06,0.4510108180396898,0.42078060920986177
F22Q20063954,2022,430838.0,7.161073403278016e-05,0.4510108180396898,13.914867833502363
F22Q20063955,2022,167257.0,2.2356650770197917e-05,0.4510108180396898,1.6864676103441931
F22Q20063959,2022,189842.0,3.376049028649868e-05,0.4510108180396898,2.890600042169644
F22Q20064001,2022,80737.4,3.890675614177039e-06,0.4510108180396898,0.14167288622819987
F22Q20064121,2022,362774.0,2.2185218067260675e-05,0.4510108180396898,3.6298344208753517
